Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),X (m),Y (m),Z (m)
-0.0508304332320283,-0.0001668066360951,0.0199467372149229,-0.1697177237320969,0.1756277709331847,-0.0517204553713601
-0.0087342301871754,0.0010273092633134,0.000481330382172,-0.5136617203612106,0.3813716624415127,0.0915066923477982
-0.1288419679171465,0.0372051618853882,-9.94782385532744e-05,-0.202840074527698,0.3165926021799554,0.0012259144434182
0.0,0.0,0.0,-0.6060534741314005,0.3455224929092743,0.0978716838400608
-0.0126600409105208,0.0154180867361255,-0.003762885229662,0.1727860231296201,0.0031213868717312,0.0931780091875842
-0.0756155563899733,0.0463064167063934,0.0280025117099285,0.1252401011483269,0.0956740508184589,-0.0746609217582553
-0.0001491595976933,0.001721646521053,-0.0006987823289819,0.2979598728332723,0.0024933154790466,-0.0094961660750636
-0.0230288348111025,0.0023766233161186,-0.0006939127924852,-0.6255275550784895,0.3509166615180725,0.0955391504606555
-0.1466159905932782,0.0135013460878227,0.0124160395935177,-0.1449095351780863,0.2919849414158497,0.0794469394999266
-0.0002742724132141,0.1307819710556568,0.0001137013241532,0.2105247718332796,-0.1939174581778196,-0.0574248931976396
-0.0140542159460846,-0.0086031912125528,-0.0012662577209994,-0.0307265522385235,0.2103642959358767,0.0985691992870146
-0.1060599010748547,0.0214627583911292,0.007406729273498,-0.7360497532682588,0.4686923646693413,0.0564197985334834
-0.1600052745245718,0.0429997407099722,-0.0029626374598592,-0.0381762607356915,0.3127437489215965,-0.0076410515595644
-0.1025341528925413,0.0482634877084732,0.000180377945071,-0.656523048545995,0.402020512585311,-0.0073351760913815
-0.1281556642597422,0.0154974224741916,0.0065816771239042,-0.2704361210645599,0.3158717626183606,0.0826630623432382
-0.0713636104881897,0.0547351853956671,0.0114949904382228,0.1546654175316889,0.0971834287726577,-0.0804505156296945
-0.1223673207205958,0.012876975448791,0.0071075330488383,-0.4657323501613234,0.3466431300324157,0.0621702882252973
-0.0948873447645326,0.0242569315727239,-0.0014395001344382,-0.2026052190397476,0.359315031017936,-0.0091256640690373
-0.0152836149602923,0.0760572218208972,0.0001912901643663,0.2560688588573796,0.0970034870429797,-0.0004289395801923
